fabricante,modelo,codigo_modelo,url_modelo,href_original,texto_link,params
Chevrolet,Sonic,Sonic,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chevrolet&modelo=Sonic,catalogomodelo.asp?fabricante=Chevrolet&modelo=Sonic,Sonic,"{'fabricante': ['Chevrolet'], 'modelo': ['Sonic']}"
Chevrolet,Sonic Sedan,Sonic Sedan,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chevrolet&modelo=Sonic Sedan,catalogomodelo.asp?fabricante=Chevrolet&modelo=Sonic Sedan,Sonic Sedan,"{'fabricante': ['Chevrolet'], 'modelo': ['Sonic Sedan']}"
Chevrolet,Space Van,Space Van,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chevrolet&modelo=Space Van,catalogomodelo.asp?fabricante=Chevrolet&modelo=Space Van,Space Van,"{'fabricante': ['Chevrolet'], 'modelo': ['Space Van']}"
Chevrolet,Spark EUV,Spark EUV,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chevrolet&modelo=Spark EUV,catalogomodelo.asp?fabricante=Chevrolet&modelo=Spark EUV,Spark EUV,"{'fabricante': ['Chevrolet'], 'modelo': ['Spark EUV']}"
Chevrolet,Spin,Spin,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chevrolet&modelo=Spin,catalogomodelo.asp?fabricante=Chevrolet&modelo=Spin,Spin,"{'fabricante': ['Chevrolet'], 'modelo': ['Spin']}"
Chevrolet,Suburban,Suburban,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chevrolet&modelo=Suburban,catalogomodelo.asp?fabricante=Chevrolet&modelo=Suburban,Suburban,"{'fabricante': ['Chevrolet'], 'modelo': ['Suburban']}"
Chevrolet,Suprema,Suprema,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chevrolet&modelo=Suprema,catalogomodelo.asp?fabricante=Chevrolet&modelo=Suprema,Suprema,"{'fabricante': ['Chevrolet'], 'modelo': ['Suprema']}"
Chevrolet,Tahoe,Tahoe,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chevrolet&modelo=Tahoe,catalogomodelo.asp?fabricante=Chevrolet&modelo=Tahoe,Tahoe,"{'fabricante': ['Chevrolet'], 'modelo': ['Tahoe']}"
Chevrolet,Tigra,Tigra,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chevrolet&modelo=Tigra,catalogomodelo.asp?fabricante=Chevrolet&modelo=Tigra,Tigra,"{'fabricante': ['Chevrolet'], 'modelo': ['Tigra']}"
Chevrolet,Tracker,Tracker,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chevrolet&modelo=Tracker,catalogomodelo.asp?fabricante=Chevrolet&modelo=Tracker,Tracker,"{'fabricante': ['Chevrolet'], 'modelo': ['Tracker']}"
Chevrolet,Trafic,Trafic,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chevrolet&modelo=Trafic,catalogomodelo.asp?fabricante=Chevrolet&modelo=Trafic,Trafic,"{'fabricante': ['Chevrolet'], 'modelo': ['Trafic']}"
Chevrolet,Trailblazer,Trailblazer,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chevrolet&modelo=Trailblazer,catalogomodelo.asp?fabricante=Chevrolet&modelo=Trailblazer,Trailblazer,"{'fabricante': ['Chevrolet'], 'modelo': ['Trailblazer']}"
Chevrolet,Vectra,Vectra,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chevrolet&modelo=Vectra,catalogomodelo.asp?fabricante=Chevrolet&modelo=Vectra,Vectra,"{'fabricante': ['Chevrolet'], 'modelo': ['Vectra']}"
Chevrolet,Vectra Hatch,Vectra Hatch,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chevrolet&modelo=Vectra Hatch,catalogomodelo.asp?fabricante=Chevrolet&modelo=Vectra Hatch,Vectra Hatch,"{'fabricante': ['Chevrolet'], 'modelo': ['Vectra Hatch']}"
Chevrolet,Veraneio,Veraneio,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chevrolet&modelo=Veraneio,catalogomodelo.asp?fabricante=Chevrolet&modelo=Veraneio,Veraneio,"{'fabricante': ['Chevrolet'], 'modelo': ['Veraneio']}"
Chevrolet,Zafira,Zafira,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chevrolet&modelo=Zafira,catalogomodelo.asp?fabricante=Chevrolet&modelo=Zafira,Zafira,"{'fabricante': ['Chevrolet'], 'modelo': ['Zafira']}"
Chrysler,300C,300C,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chrysler&modelo=300C,catalogomodelo.asp?fabricante=Chrysler&modelo=300C,300C,"{'fabricante': ['Chrysler'], 'modelo': ['300C']}"
Chrysler,300C Touring,300C Touring,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chrysler&modelo=300C Touring,catalogomodelo.asp?fabricante=Chrysler&modelo=300C Touring,300C Touring,"{'fabricante': ['Chrysler'], 'modelo': ['300C Touring']}"
Chrysler,300M,300M,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chrysler&modelo=300M,catalogomodelo.asp?fabricante=Chrysler&modelo=300M,300M,"{'fabricante': ['Chrysler'], 'modelo': ['300M']}"
Chrysler,Caravan,Caravan,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chrysler&modelo=Caravan,catalogomodelo.asp?fabricante=Chrysler&modelo=Caravan,Caravan,"{'fabricante': ['Chrysler'], 'modelo': ['Caravan']}"
Chrysler,Crossfire,Crossfire,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chrysler&modelo=Crossfire,catalogomodelo.asp?fabricante=Chrysler&modelo=Crossfire,Crossfire,"{'fabricante': ['Chrysler'], 'modelo': ['Crossfire']}"
Chrysler,Grand Caravan,Grand Caravan,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chrysler&modelo=Grand Caravan,catalogomodelo.asp?fabricante=Chrysler&modelo=Grand Caravan,Grand Caravan,"{'fabricante': ['Chrysler'], 'modelo': ['Grand Caravan']}"
Chrysler,Neon,Neon,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chrysler&modelo=Neon,catalogomodelo.asp?fabricante=Chrysler&modelo=Neon,Neon,"{'fabricante': ['Chrysler'], 'modelo': ['Neon']}"
Chrysler,PT Cruiser,PT Cruiser,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chrysler&modelo=PT Cruiser,catalogomodelo.asp?fabricante=Chrysler&modelo=PT Cruiser,PT Cruiser,"{'fabricante': ['Chrysler'], 'modelo': ['PT Cruiser']}"
Chrysler,PT Cruiser Cabriolet,PT Cruiser Cabriolet,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chrysler&modelo=PT Cruiser Cabriolet,catalogomodelo.asp?fabricante=Chrysler&modelo=PT Cruiser Cabriolet,PT Cruiser Cabriolet,"{'fabricante': ['Chrysler'], 'modelo': ['PT Cruiser Cabriolet']}"
Chrysler,Pacifica,Pacifica,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chrysler&modelo=Pacifica,catalogomodelo.asp?fabricante=Chrysler&modelo=Pacifica,Pacifica,"{'fabricante': ['Chrysler'], 'modelo': ['Pacifica']}"
Chrysler,Sebring,Sebring,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chrysler&modelo=Sebring,catalogomodelo.asp?fabricante=Chrysler&modelo=Sebring,Sebring,"{'fabricante': ['Chrysler'], 'modelo': ['Sebring']}"
Chrysler,Stratus,Stratus,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chrysler&modelo=Stratus,catalogomodelo.asp?fabricante=Chrysler&modelo=Stratus,Stratus,"{'fabricante': ['Chrysler'], 'modelo': ['Stratus']}"
Chrysler,Stratus Cabriolet,Stratus Cabriolet,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chrysler&modelo=Stratus Cabriolet,catalogomodelo.asp?fabricante=Chrysler&modelo=Stratus Cabriolet,Stratus Cabriolet,"{'fabricante': ['Chrysler'], 'modelo': ['Stratus Cabriolet']}"
Chrysler,Town Country,Town Country,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chrysler&modelo=Town Country,catalogomodelo.asp?fabricante=Chrysler&modelo=Town Country,Town Country,"{'fabricante': ['Chrysler'], 'modelo': ['Town Country']}"
Chrysler,Vision,Vision,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Chrysler&modelo=Vision,catalogomodelo.asp?fabricante=Chrysler&modelo=Vision,Vision,"{'fabricante': ['Chrysler'], 'modelo': ['Vision']}"
Citroen,AX,AX,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=AX,catalogomodelo.asp?fabricante=Citroen&modelo=AX,AX,"{'fabricante': ['Citroen'], 'modelo': ['AX']}"
Citroen,Aircross,Aircross,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=Aircross,catalogomodelo.asp?fabricante=Citroen&modelo=Aircross,Aircross,"{'fabricante': ['Citroen'], 'modelo': ['Aircross']}"
Citroen,BX,BX,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=BX,catalogomodelo.asp?fabricante=Citroen&modelo=BX,BX,"{'fabricante': ['Citroen'], 'modelo': ['BX']}"
Citroen,Basalt,Basalt,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=Basalt,catalogomodelo.asp?fabricante=Citroen&modelo=Basalt,Basalt,"{'fabricante': ['Citroen'], 'modelo': ['Basalt']}"
Citroen,Berlingo,Berlingo,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=Berlingo,catalogomodelo.asp?fabricante=Citroen&modelo=Berlingo,Berlingo,"{'fabricante': ['Citroen'], 'modelo': ['Berlingo']}"
Citroen,C3,C3,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=C3,catalogomodelo.asp?fabricante=Citroen&modelo=C3,C3,"{'fabricante': ['Citroen'], 'modelo': ['C3']}"
Citroen,C3 Aircross,C3 Aircross,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=C3 Aircross,catalogomodelo.asp?fabricante=Citroen&modelo=C3 Aircross,C3 Aircross,"{'fabricante': ['Citroen'], 'modelo': ['C3 Aircross']}"
Citroen,C3 Picasso,C3 Picasso,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=C3 Picasso,catalogomodelo.asp?fabricante=Citroen&modelo=C3 Picasso,C3 Picasso,"{'fabricante': ['Citroen'], 'modelo': ['C3 Picasso']}"
Citroen,C4,C4,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=C4,catalogomodelo.asp?fabricante=Citroen&modelo=C4,C4,"{'fabricante': ['Citroen'], 'modelo': ['C4']}"
Citroen,C4 Cactus,C4 Cactus,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=C4 Cactus,catalogomodelo.asp?fabricante=Citroen&modelo=C4 Cactus,C4 Cactus,"{'fabricante': ['Citroen'], 'modelo': ['C4 Cactus']}"
Citroen,C4 Coupe,C4 Coupe,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=C4 Coupe,catalogomodelo.asp?fabricante=Citroen&modelo=C4 Coupe,C4 Coupe,"{'fabricante': ['Citroen'], 'modelo': ['C4 Coupe']}"
Citroen,C4 Lounge,C4 Lounge,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=C4 Lounge,catalogomodelo.asp?fabricante=Citroen&modelo=C4 Lounge,C4 Lounge,"{'fabricante': ['Citroen'], 'modelo': ['C4 Lounge']}"
Citroen,C4 Pallas,C4 Pallas,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=C4 Pallas,catalogomodelo.asp?fabricante=Citroen&modelo=C4 Pallas,C4 Pallas,"{'fabricante': ['Citroen'], 'modelo': ['C4 Pallas']}"
Citroen,C4 Picasso,C4 Picasso,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=C4 Picasso,catalogomodelo.asp?fabricante=Citroen&modelo=C4 Picasso,C4 Picasso,"{'fabricante': ['Citroen'], 'modelo': ['C4 Picasso']}"
Citroen,C5,C5,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=C5,catalogomodelo.asp?fabricante=Citroen&modelo=C5,C5,"{'fabricante': ['Citroen'], 'modelo': ['C5']}"
Citroen,C5 Break,C5 Break,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=C5 Break,catalogomodelo.asp?fabricante=Citroen&modelo=C5 Break,C5 Break,"{'fabricante': ['Citroen'], 'modelo': ['C5 Break']}"
Citroen,C5 Tourer,C5 Tourer,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=C5 Tourer,catalogomodelo.asp?fabricante=Citroen&modelo=C5 Tourer,C5 Tourer,"{'fabricante': ['Citroen'], 'modelo': ['C5 Tourer']}"
Citroen,C6,C6,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=C6,catalogomodelo.asp?fabricante=Citroen&modelo=C6,C6,"{'fabricante': ['Citroen'], 'modelo': ['C6']}"
Citroen,C8,C8,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=C8,catalogomodelo.asp?fabricante=Citroen&modelo=C8,C8,"{'fabricante': ['Citroen'], 'modelo': ['C8']}"
Citroen,DS3,DS3,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=DS3,catalogomodelo.asp?fabricante=Citroen&modelo=DS3,DS3,"{'fabricante': ['Citroen'], 'modelo': ['DS3']}"
Citroen,DS4,DS4,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=DS4,catalogomodelo.asp?fabricante=Citroen&modelo=DS4,DS4,"{'fabricante': ['Citroen'], 'modelo': ['DS4']}"
Citroen,DS5,DS5,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=DS5,catalogomodelo.asp?fabricante=Citroen&modelo=DS5,DS5,"{'fabricante': ['Citroen'], 'modelo': ['DS5']}"
Citroen,Evasion,Evasion,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=Evasion,catalogomodelo.asp?fabricante=Citroen&modelo=Evasion,Evasion,"{'fabricante': ['Citroen'], 'modelo': ['Evasion']}"
Citroen,Jumper,Jumper,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=Jumper,catalogomodelo.asp?fabricante=Citroen&modelo=Jumper,Jumper,"{'fabricante': ['Citroen'], 'modelo': ['Jumper']}"
Citroen,Jumpy,Jumpy,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=Jumpy,catalogomodelo.asp?fabricante=Citroen&modelo=Jumpy,Jumpy,"{'fabricante': ['Citroen'], 'modelo': ['Jumpy']}"
Citroen,XM,XM,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=XM,catalogomodelo.asp?fabricante=Citroen&modelo=XM,XM,"{'fabricante': ['Citroen'], 'modelo': ['XM']}"
Citroen,XM Break,XM Break,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=XM Break,catalogomodelo.asp?fabricante=Citroen&modelo=XM Break,XM Break,"{'fabricante': ['Citroen'], 'modelo': ['XM Break']}"
Citroen,Xantia,Xantia,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=Xantia,catalogomodelo.asp?fabricante=Citroen&modelo=Xantia,Xantia,"{'fabricante': ['Citroen'], 'modelo': ['Xantia']}"
Citroen,Xantia Break,Xantia Break,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=Xantia Break,catalogomodelo.asp?fabricante=Citroen&modelo=Xantia Break,Xantia Break,"{'fabricante': ['Citroen'], 'modelo': ['Xantia Break']}"
Citroen,Xsara,Xsara,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=Xsara,catalogomodelo.asp?fabricante=Citroen&modelo=Xsara,Xsara,"{'fabricante': ['Citroen'], 'modelo': ['Xsara']}"
Citroen,Xsara Break,Xsara Break,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=Xsara Break,catalogomodelo.asp?fabricante=Citroen&modelo=Xsara Break,Xsara Break,"{'fabricante': ['Citroen'], 'modelo': ['Xsara Break']}"
Citroen,Xsara Picasso,Xsara Picasso,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=Xsara Picasso,catalogomodelo.asp?fabricante=Citroen&modelo=Xsara Picasso,Xsara Picasso,"{'fabricante': ['Citroen'], 'modelo': ['Xsara Picasso']}"
Citroen,ZX,ZX,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=ZX,catalogomodelo.asp?fabricante=Citroen&modelo=ZX,ZX,"{'fabricante': ['Citroen'], 'modelo': ['ZX']}"
Citroen,e-Jumpy,e-Jumpy,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Citroen&modelo=e-Jumpy,catalogomodelo.asp?fabricante=Citroen&modelo=e-Jumpy,e-Jumpy,"{'fabricante': ['Citroen'], 'modelo': ['e-Jumpy']}"
Cross Lander,CL 244,CL 244,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Cross Lander&modelo=CL 244,catalogomodelo.asp?fabricante=Cross Lander&modelo=CL 244,CL 244,"{'fabricante': ['Cross Lander'], 'modelo': ['CL 244']}"
Daewoo,Espero,Espero,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Daewoo&modelo=Espero,catalogomodelo.asp?fabricante=Daewoo&modelo=Espero,Espero,"{'fabricante': ['Daewoo'], 'modelo': ['Espero']}"
Daewoo,Lanos,Lanos,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Daewoo&modelo=Lanos,catalogomodelo.asp?fabricante=Daewoo&modelo=Lanos,Lanos,"{'fabricante': ['Daewoo'], 'modelo': ['Lanos']}"
Daewoo,Lanos Hatch,Lanos Hatch,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Daewoo&modelo=Lanos Hatch,catalogomodelo.asp?fabricante=Daewoo&modelo=Lanos Hatch,Lanos Hatch,"{'fabricante': ['Daewoo'], 'modelo': ['Lanos Hatch']}"
Daewoo,Leganza,Leganza,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Daewoo&modelo=Leganza,catalogomodelo.asp?fabricante=Daewoo&modelo=Leganza,Leganza,"{'fabricante': ['Daewoo'], 'modelo': ['Leganza']}"
Daewoo,Nubira,Nubira,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Daewoo&modelo=Nubira,catalogomodelo.asp?fabricante=Daewoo&modelo=Nubira,Nubira,"{'fabricante': ['Daewoo'], 'modelo': ['Nubira']}"
Daewoo,Nubira SW,Nubira SW,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Daewoo&modelo=Nubira SW,catalogomodelo.asp?fabricante=Daewoo&modelo=Nubira SW,Nubira SW,"{'fabricante': ['Daewoo'], 'modelo': ['Nubira SW']}"
Daewoo,Prince,Prince,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Daewoo&modelo=Prince,catalogomodelo.asp?fabricante=Daewoo&modelo=Prince,Prince,"{'fabricante': ['Daewoo'], 'modelo': ['Prince']}"
Daewoo,Super Salon,Super Salon,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Daewoo&modelo=Super Salon,catalogomodelo.asp?fabricante=Daewoo&modelo=Super Salon,Super Salon,"{'fabricante': ['Daewoo'], 'modelo': ['Super Salon']}"
Daewoo,Tico,Tico,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Daewoo&modelo=Tico,catalogomodelo.asp?fabricante=Daewoo&modelo=Tico,Tico,"{'fabricante': ['Daewoo'], 'modelo': ['Tico']}"
Daihatsu,Applause,Applause,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Daihatsu&modelo=Applause,catalogomodelo.asp?fabricante=Daihatsu&modelo=Applause,Applause,"{'fabricante': ['Daihatsu'], 'modelo': ['Applause']}"
Daihatsu,Charade,Charade,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Daihatsu&modelo=Charade,catalogomodelo.asp?fabricante=Daihatsu&modelo=Charade,Charade,"{'fabricante': ['Daihatsu'], 'modelo': ['Charade']}"
Daihatsu,Charade Sedan,Charade Sedan,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Daihatsu&modelo=Charade Sedan,catalogomodelo.asp?fabricante=Daihatsu&modelo=Charade Sedan,Charade Sedan,"{'fabricante': ['Daihatsu'], 'modelo': ['Charade Sedan']}"
Daihatsu,Cuore,Cuore,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Daihatsu&modelo=Cuore,catalogomodelo.asp?fabricante=Daihatsu&modelo=Cuore,Cuore,"{'fabricante': ['Daihatsu'], 'modelo': ['Cuore']}"
Daihatsu,Feroza,Feroza,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Daihatsu&modelo=Feroza,catalogomodelo.asp?fabricante=Daihatsu&modelo=Feroza,Feroza,"{'fabricante': ['Daihatsu'], 'modelo': ['Feroza']}"
Daihatsu,Gran Move,Gran Move,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Daihatsu&modelo=Gran Move,catalogomodelo.asp?fabricante=Daihatsu&modelo=Gran Move,Gran Move,"{'fabricante': ['Daihatsu'], 'modelo': ['Gran Move']}"
Daihatsu,Terios,Terios,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Daihatsu&modelo=Terios,catalogomodelo.asp?fabricante=Daihatsu&modelo=Terios,Terios,"{'fabricante': ['Daihatsu'], 'modelo': ['Terios']}"
DeLorean,DMC-12,DMC-12,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=DeLorean&modelo=DMC-12,catalogomodelo.asp?fabricante=DeLorean&modelo=DMC-12,DMC-12,"{'fabricante': ['DeLorean'], 'modelo': ['DMC-12']}"
Denza,B5,B5,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Denza&modelo=B5,catalogomodelo.asp?fabricante=Denza&modelo=B5,B5,"{'fabricante': ['Denza'], 'modelo': ['B5']}"
Denza,D9,D9,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Denza&modelo=D9,catalogomodelo.asp?fabricante=Denza&modelo=D9,D9,"{'fabricante': ['Denza'], 'modelo': ['D9']}"
Denza,Z9 GT,Z9 GT,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Denza&modelo=Z9 GT,catalogomodelo.asp?fabricante=Denza&modelo=Z9 GT,Z9 GT,"{'fabricante': ['Denza'], 'modelo': ['Z9 GT']}"
Dodge,1800,1800,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Dodge&modelo=1800,catalogomodelo.asp?fabricante=Dodge&modelo=1800,1800,"{'fabricante': ['Dodge'], 'modelo': ['1800']}"
Dodge,Challenger,Challenger,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Dodge&modelo=Challenger,catalogomodelo.asp?fabricante=Dodge&modelo=Challenger,Challenger,"{'fabricante': ['Dodge'], 'modelo': ['Challenger']}"
Dodge,Charger,Charger,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Dodge&modelo=Charger,catalogomodelo.asp?fabricante=Dodge&modelo=Charger,Charger,"{'fabricante': ['Dodge'], 'modelo': ['Charger']}"
Dodge,D-100,D-100,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Dodge&modelo=D-100,catalogomodelo.asp?fabricante=Dodge&modelo=D-100,D-100,"{'fabricante': ['Dodge'], 'modelo': ['D-100']}"
Dodge,Dakota,Dakota,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Dodge&modelo=Dakota,catalogomodelo.asp?fabricante=Dodge&modelo=Dakota,Dakota,"{'fabricante': ['Dodge'], 'modelo': ['Dakota']}"
Dodge,Dart,Dart,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Dodge&modelo=Dart,catalogomodelo.asp?fabricante=Dodge&modelo=Dart,Dart,"{'fabricante': ['Dodge'], 'modelo': ['Dart']}"
Dodge,Durango,Durango,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Dodge&modelo=Durango,catalogomodelo.asp?fabricante=Dodge&modelo=Durango,Durango,"{'fabricante': ['Dodge'], 'modelo': ['Durango']}"
Dodge,Journey,Journey,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Dodge&modelo=Journey,catalogomodelo.asp?fabricante=Dodge&modelo=Journey,Journey,"{'fabricante': ['Dodge'], 'modelo': ['Journey']}"
Dodge,Le Baron,Le Baron,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Dodge&modelo=Le Baron,catalogomodelo.asp?fabricante=Dodge&modelo=Le Baron,Le Baron,"{'fabricante': ['Dodge'], 'modelo': ['Le Baron']}"
Dodge,Magnum,Magnum,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Dodge&modelo=Magnum,catalogomodelo.asp?fabricante=Dodge&modelo=Magnum,Magnum,"{'fabricante': ['Dodge'], 'modelo': ['Magnum']}"
Dodge,Polara,Polara,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Dodge&modelo=Polara,catalogomodelo.asp?fabricante=Dodge&modelo=Polara,Polara,"{'fabricante': ['Dodge'], 'modelo': ['Polara']}"
Dodge,Ram,Ram,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Dodge&modelo=Ram,catalogomodelo.asp?fabricante=Dodge&modelo=Ram,Ram,"{'fabricante': ['Dodge'], 'modelo': ['Ram']}"
Dodge,Stealth,Stealth,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Dodge&modelo=Stealth,catalogomodelo.asp?fabricante=Dodge&modelo=Stealth,Stealth,"{'fabricante': ['Dodge'], 'modelo': ['Stealth']}"
Dodge,Viper,Viper,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Dodge&modelo=Viper,catalogomodelo.asp?fabricante=Dodge&modelo=Viper,Viper,"{'fabricante': ['Dodge'], 'modelo': ['Viper']}"
Dongfeng,Box,Box,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Dongfeng&modelo=Box,catalogomodelo.asp?fabricante=Dongfeng&modelo=Box,Box,"{'fabricante': ['Dongfeng'], 'modelo': ['Box']}"
Dongfeng,Vigo,Vigo,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Dongfeng&modelo=Vigo,catalogomodelo.asp?fabricante=Dongfeng&modelo=Vigo,Vigo,"{'fabricante': ['Dongfeng'], 'modelo': ['Vigo']}"
Effa,K01,K01,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Effa&modelo=K01,catalogomodelo.asp?fabricante=Effa&modelo=K01,K01,"{'fabricante': ['Effa'], 'modelo': ['K01']}"
Effa,K02,K02,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Effa&modelo=K02,catalogomodelo.asp?fabricante=Effa&modelo=K02,K02,"{'fabricante': ['Effa'], 'modelo': ['K02']}"
Effa,M100,M100,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Effa&modelo=M100,catalogomodelo.asp?fabricante=Effa&modelo=M100,M100,"{'fabricante': ['Effa'], 'modelo': ['M100']}"
